20211019T,2.645099,149.0464,147.5141,1.133068
20211018T,1.174043,146.6864,144.4484,0.6318306
20211015T,1.882934,145.067,143.682,0.5378207
20211014T,1.889274,144.1733,142.7333,0.5461056
20211013T,-0.5225706,142.0919,140.6415,-0.3975656
20211012T,-0.6432428,142.8456,141.2975,-0.1967818
20211011T,-0.3153229,143.9735,141.7907,0.07893758
20211008T,0.623024,143.7031,141.8978,0.143694
20211007T,1.7155,143.9241,142.44,0.7429017
20211006T,0.4956675,143.0913,140.4525,-0.2287031
20211005T,-0.2886763,142.3452,139.832,-0.005785934
20211004T,-1.981202,140.539,137.9846,-0.8855568
20211001T,-0.4356289,144.1655,141.1751,-0.2830374
20210930T,-0.5975456,143.1466,141.1376,-0.6763811
20210929T,-0.6044703,143.7925,142.3525,-0.4461327
20210928T,-2.163992,143.1121,141.5593,-0.9210624
